GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	Astrocytes_ceoff	Astrocytes_ELBO_gain	Astrocytes_pval	Astrocytes_FDR	Cajal Retzius_ceoff	Cajal Retzius_ELBO_gain	Cajal Retzius_pval	Cajal Retzius_FDR	Cck-Tox_ceoff	Cck-Tox_ELBO_gain	Cck-Tox_pval	Cck-Tox_FDR	Endothelial_ceoff	Endothelial_ELBO_gain	Endothelial_pval	Endothelial_FDR	GABA_ceoff	GABA_ELBO_gain	GABA_pval	GABA_FDR	Granule immature_ceoff	Granule immature_ELBO_gain	Granule immature_pval	Granule immature_FDR	Granule mature_ceoff	Granule mature_ELBO_gain	Granule mature_pval	Granule mature_FDR	Microglia_ceoff	Microglia_ELBO_gain	Microglia_pval	Microglia_FDR	Mossy_ceoff	Mossy_ELBO_gain	Mossy_pval	Mossy_FDR	Neuroblast_ceoff	Neuroblast_ELBO_gain	Neuroblast_pval	Neuroblast_FDR	OL_ceoff	OL_ELBO_gain	OL_pval	OL_FDR	OPC_ceoff	OPC_ELBO_gain	OPC_pval	OPC_FDR	Radial Glia-like_ceoff	Radial Glia-like_ELBO_gain	Radial Glia-like_pval	Radial Glia-like_FDR	nIPC_ceoff	nIPC_ELBO_gain	nIPC_pval	nIPC_FDR
Gm5914	732	732	1.498e-01	1.272e+00	9.671e-01	-1.697e+00	1.217e-01	6.217e-01	9.296e-01	4.940e-01	3.741e-01	3.870e-01	1.000e+00	-1.641e+00	-5.966e-01	1.000e+00	1.000e+00	-9.780e-01	-1.177e-01	1.000e+00	1.000e+00	-1.575e+00	-1.802e-01	1.000e+00	1.000e+00	4.261e-02	-1.715e-01	1.000e+00	1.000e+00	5.990e-02	5.906e-01	2.771e-01	5.208e-01	-4.205e-01	-3.354e-01	1.000e+00	1.000e+00	-1.134e+00	3.187e-01	4.247e-01	7.684e-01	-6.058e-01	9.605e-01	1.657e-01	3.988e-01	5.034e-01	-3.598e-01	1.000e+00	1.000e+00	4.900e-01	1.438e+00	8.995e-02	8.038e-01	-1.992e+00	5.702e-01	2.856e-01	9.366e-01	1.544e+00	1.095e+00	1.389e-01	1.000e+00
Slc7a6os	564	564	9.249e-02	-4.166e-01	1.474e+00	4.843e+00	1.358e+00	9.930e-02	5.391e-01	2.221e+00	-5.272e-01	1.000e+00	1.000e+00	9.253e-01	-7.422e-01	1.000e+00	1.000e+00	9.083e-01	9.004e-01	1.796e-01	6.564e-01	-9.045e-01	-1.881e-01	1.000e+00	1.000e+00	-5.393e-02	-4.184e-02	1.000e+00	1.000e+00	1.442e-01	3.127e+00	1.240e-02	8.652e-02	-6.847e-01	4.623e-01	3.363e-01	8.802e-01	1.088e+00	7.359e-01	2.251e-01	6.595e-01	8.579e-01	7.481e-01	2.213e-01	4.722e-01	5.422e-01	2.543e+00	2.411e-02	4.123e-01	-5.565e+00	1.134e+00	1.321e-01	8.066e-01	5.927e-01	-1.863e-01	1.000e+00	1.000e+00	-1.739e-01	2.337e-01	4.942e-01	1.000e+00
Psmd7	2001	2001	3.522e-01	9.354e-01	1.178e+00	3.512e+00	3.198e+00	1.144e-02	2.445e-01	9.304e-01	2.892e+00	1.618e-02	6.475e-01	1.727e+00	6.580e-01	2.513e-01	9.657e-01	1.182e-01	2.773e+00	1.853e-02	2.291e-01	7.113e-01	2.282e+00	3.264e-02	6.047e-01	-5.017e-01	1.619e+01	1.264e-08	2.161e-06	-8.015e-01	1.223e+01	7.580e-07	2.881e-05	-7.079e-01	7.910e+00	6.969e-05	1.729e-02	4.510e+00	1.792e+00	5.834e-02	4.245e-01	-1.467e-01	2.215e+01	2.826e-11	2.120e-09	1.172e+00	6.450e+00	3.284e-04	2.246e-02	2.071e+00	4.631e+00	2.340e-03	2.000e-01	1.329e+00	2.591e+00	2.283e-02	5.786e-01	2.075e+00	1.563e+00	7.707e-02	1.000e+00
Ist1	419	419	1.164e-01	2.368e+00	1.225e+00	2.966e+00	1.636e-01	5.674e-01	9.132e-01	2.717e+00	6.638e-01	2.492e-01	1.000e+00	-2.600e+00	1.287e-01	6.119e-01	1.000e+00	2.664e+00	7.339e-02	7.016e-01	1.000e+00	6.983e-01	-9.703e-01	1.000e+00	1.000e+00	-4.814e-02	2.126e-02	8.366e-01	1.000e+00	-1.194e-01	5.734e-02	7.349e-01	8.723e-01	-2.680e-01	2.917e-01	4.450e-01	8.802e-01	2.797e+00	6.041e-01	2.717e-01	7.036e-01	-4.656e-01	2.559e-01	4.744e-01	7.421e-01	6.977e-01	-6.237e-01	1.000e+00	1.000e+00	2.513e+00	1.774e-01	5.514e-01	9.977e-01	2.783e+00	1.666e-01	5.638e-01	1.000e+00	2.778e+00	2.393e+00	2.868e-02	1.000e+00
Atxn1l	196	196	3.652e-02	-4.780e-01	7.224e-01	7.397e+00	-1.406e-01	1.000e+00	1.000e+00	2.625e-01	8.536e-01	1.913e-01	1.000e+00	4.713e+00	1.403e+00	9.392e-02	9.226e-01	4.772e+00	1.348e+00	1.006e-01	5.563e-01	1.442e+00	1.779e+00	5.928e-02	6.047e-01	1.536e+00	2.072e-01	5.198e-01	8.122e-01	1.972e-01	3.598e+00	7.306e-03	5.766e-02	-9.208e-01	1.276e+00	1.101e-01	7.686e-01	4.803e+00	-1.196e-02	1.000e+00	1.000e+00	6.797e-01	1.508e+00	8.240e-02	2.905e-01	-1.011e+00	1.221e+00	1.181e-01	7.668e-01	1.705e+00	7.095e-02	7.064e-01	1.000e+00	-9.344e-02	-1.876e-01	1.000e+00	1.000e+00	5.676e-02	5.542e-01	2.924e-01	1.000e+00
Calb2	1971	1971	1.113e-01	4.723e+00	3.513e-01	3.661e+00	1.306e-01	6.092e-01	9.179e-01	-9.520e-01	1.723e-01	5.572e-01	1.000e+00	-6.642e-01	-1.860e-02	1.000e+00	1.000e+00	-5.208e-01	-1.237e-01	1.000e+00	1.000e+00	-1.154e+00	1.156e-01	6.307e-01	8.913e-01	1.004e+00	4.792e-02	7.569e-01	9.623e-01	-9.586e-01	2.327e-02	8.292e-01	9.516e-01	-1.732e+00	1.816e-02	8.489e-01	1.000e+00	-3.231e+00	1.028e-01	6.502e-01	9.000e-01	-9.133e-02	6.942e-02	7.094e-01	9.404e-01	4.150e-01	6.028e-02	7.284e-01	1.000e+00	-3.075e+00	-4.303e-03	1.000e+00	1.000e+00	-4.321e-01	5.756e-02	7.344e-01	1.000e+00	-1.208e+00	-1.524e-02	1.000e+00	1.000e+00
Sf3b3	955	955	1.222e-01	-5.641e-01	1.012e+00	1.456e+00	9.376e-01	1.709e-01	6.165e-01	2.279e-01	6.647e-01	2.489e-01	1.000e+00	-1.160e+00	1.482e+00	8.509e-02	9.226e-01	1.245e+00	2.099e+00	4.047e-02	4.208e-01	1.015e+00	1.203e+00	1.208e-01	6.910e-01	-2.223e-01	1.535e+00	7.973e-02	3.636e-01	-8.177e-02	1.814e+00	5.684e-02	2.160e-01	-2.493e-01	1.984e-01	5.287e-01	8.802e-01	4.034e-02	6.662e-01	2.484e-01	6.850e-01	3.891e-01	1.400e+00	9.428e-02	2.934e-01	1.728e-01	1.002e+00	1.570e-01	7.770e-01	-7.483e-01	1.183e+00	1.240e-01	8.038e-01	1.096e+00	1.239e+00	1.154e-01	7.738e-01	1.281e+00	1.326e+00	1.034e-01	1.000e+00
Glg1	880	880	1.802e-01	4.323e-01	7.081e-01	5.200e+00	-5.969e-01	1.000e+00	1.000e+00	2.197e-01	-3.094e-02	1.000e+00	1.000e+00	3.962e+00	1.360e-01	6.020e-01	1.000e+00	-1.363e-01	-1.537e-01	1.000e+00	1.000e+00	-2.696e-01	1.886e-02	8.460e-01	1.000e+00	3.373e-01	-1.744e-01	1.000e+00	1.000e+00	-1.511e-01	7.897e-01	2.088e-01	4.578e-01	-2.978e-01	-6.251e-01	1.000e+00	1.000e+00	6.946e-01	6.805e-01	2.434e-01	6.822e-01	6.336e-01	-4.186e-01	1.000e+00	1.000e+00	1.674e-02	1.769e+00	6.000e-02	6.840e-01	4.047e+00	2.297e+00	3.209e-02	4.780e-01	4.105e+00	-4.209e-01	1.000e+00	1.000e+00	4.227e-01	1.053e-01	6.463e-01	1.000e+00
Cfdp1	1953	1953	3.758e-01	1.819e+00	1.195e+00	4.084e+00	2.731e-01	4.599e-01	8.820e-01	-8.864e-01	-9.460e-03	1.000e+00	1.000e+00	1.456e+00	1.567e+00	7.665e-02	9.226e-01	3.214e+00	1.191e+00	1.228e-01	5.598e-01	-2.372e-01	-1.434e+00	1.000e+00	1.000e+00	-1.789e-01	2.567e+00	2.346e-02	2.360e-01	-4.395e-01	3.634e+00	7.020e-03	5.766e-02	-5.291e-01	-5.964e-01	1.000e+00	1.000e+00	1.050e-01	3.600e-01	3.961e-01	7.407e-01	-2.216e-01	1.745e+01	3.481e-09	1.984e-07	1.220e+00	4.324e-01	3.524e-01	8.901e-01	8.033e-02	9.384e-01	1.707e-01	8.293e-01	1.124e+00	1.240e+00	1.153e-01	7.738e-01	-7.596e-01	1.313e+00	1.051e-01	1.000e+00
Adamts18	299	299	2.253e-02	-1.386e+00	5.955e-01	1.217e+00	-2.456e-01	1.000e+00	1.000e+00	7.982e-01	-4.762e-01	1.000e+00	1.000e+00	5.941e-01	-1.833e-01	1.000e+00	1.000e+00	1.198e+00	-1.196e-02	1.000e+00	1.000e+00	8.724e-01	1.578e+00	7.566e-02	6.360e-01	-4.077e+00	-3.481e-01	1.000e+00	1.000e+00	1.066e-01	1.574e+00	7.601e-02	2.524e-01	7.296e-01	-1.060e-01	1.000e+00	1.000e+00	6.604e-01	5.856e-01	2.791e-01	7.036e-01	7.889e-01	1.142e+00	1.308e-01	3.550e-01	-4.730e-01	1.277e-01	6.134e-01	1.000e+00	5.258e-01	-3.117e-02	1.000e+00	1.000e+00	9.403e-01	5.272e-02	7.454e-01	1.000e+00	6.501e-01	-6.105e-01	1.000e+00	1.000e+00
Slc7a5	703	703	8.532e-02	-5.846e-02	1.679e+00	1.558e+01	4.428e+00	2.921e-03	8.326e-02	5.070e+00	3.195e-01	4.241e-01	1.000e+00	-1.156e+00	1.411e-01	5.952e-01	1.000e+00	-4.951e-01	7.604e+00	9.626e-05	4.703e-03	1.343e+00	6.860e-01	2.415e-01	7.161e-01	5.574e-02	1.226e+00	1.174e-01	4.313e-01	7.775e-01	3.971e+01	5.035e-19	1.722e-16	-2.923e+00	-2.792e-02	1.000e+00	1.000e+00	8.824e-01	3.315e-01	4.155e-01	7.572e-01	6.933e-01	2.677e+00	2.068e-02	1.105e-01	1.690e+00	9.397e-01	1.704e-01	7.770e-01	-6.993e+00	9.641e-01	1.649e-01	8.293e-01	4.732e+00	2.155e+00	3.788e-02	6.819e-01	5.230e+00	-3.678e-01	1.000e+00	1.000e+00
Pgbd5	1736	1736	3.375e-01	2.129e+00	1.052e+00	2.706e+00	-6.888e-01	1.000e+00	1.000e+00	2.388e+00	-5.073e-01	1.000e+00	1.000e+00	2.812e+00	-9.849e-01	1.000e+00	1.000e+00	-3.404e-01	-1.160e+00	1.000e+00	1.000e+00	1.931e+00	-1.098e+00	1.000e+00	1.000e+00	-4.796e-02	2.264e+00	3.335e-02	2.530e-01	-3.874e-01	5.614e-01	2.893e-01	5.208e-01	3.861e-01	-3.472e-01	1.000e+00	1.000e+00	-1.546e+00	5.524e+00	8.883e-04	3.797e-02	1.981e+00	2.466e-01	4.825e-01	7.466e-01	-5.125e-01	5.799e-01	2.815e-01	8.229e-01	2.864e+00	-4.385e-01	1.000e+00	1.000e+00	2.640e+00	-1.205e+00	1.000e+00	1.000e+00	2.791e+00	-6.141e-01	1.000e+00	1.000e+00
Ttc13	436	436	1.061e-01	1.873e+00	2.342e-01	-1.872e+00	9.034e-01	1.789e-01	6.165e-01	2.463e+00	2.578e-01	4.727e-01	1.000e+00	2.823e+00	1.034e+00	1.505e-01	9.657e-01	-1.188e+00	5.011e-01	3.168e-01	8.120e-01	-5.374e-01	1.330e+00	1.029e-01	6.910e-01	1.227e+00	-1.158e-01	1.000e+00	1.000e+00	1.047e-01	1.998e+00	4.560e-02	1.949e-01	-6.082e-01	9.819e-01	1.611e-01	8.576e-01	2.893e+00	1.616e+00	7.220e-02	4.748e-01	1.040e+00	-9.134e-02	1.000e+00	1.000e+00	7.792e-02	-2.354e-02	1.000e+00	1.000e+00	-1.191e+00	7.298e-01	2.270e-01	8.729e-01	2.885e+00	1.423e-01	5.936e-01	1.000e+00	2.251e+00	8.649e-01	1.884e-01	1.000e+00
Egln1	565	565	1.369e-01	3.024e-01	9.388e-01	1.156e+01	2.194e+00	3.620e-02	3.314e-01	1.914e+00	6.073e-01	2.704e-01	1.000e+00	3.774e+00	1.333e-01	6.057e-01	1.000e+00	-1.201e+00	2.346e+00	3.031e-02	3.455e-01	3.451e+00	-1.382e-01	1.000e+00	1.000e+00	8.926e-01	3.802e-02	7.827e-01	9.806e-01	5.438e-02	6.022e+00	5.194e-04	8.882e-03	-9.609e-01	6.108e-01	2.690e-01	8.802e-01	3.940e+00	8.282e-01	1.981e-01	6.125e-01	1.034e+00	1.232e+00	1.164e-01	3.318e-01	4.874e-01	1.965e+00	4.741e-02	6.414e-01	-2.491e+00	7.144e-01	2.320e-01	8.729e-01	3.844e+00	-6.570e-02	1.000e+00	1.000e+00	2.731e-01	3.489e-01	4.035e-01	1.000e+00
Alkbh8	289	289	6.553e-02	4.279e-01	7.333e-01	5.720e+00	1.193e-01	6.252e-01	9.296e-01	-8.493e-02	9.505e-01	1.680e-01	1.000e+00	3.841e+00	2.277e-01	4.998e-01	1.000e+00	-3.176e-01	4.435e-01	3.463e-01	8.292e-01	-1.540e+00	2.585e-01	4.722e-01	7.921e-01	1.685e-01	6.807e-01	2.433e-01	5.811e-01	-1.466e-01	1.057e+00	1.460e-01	3.727e-01	-5.095e-01	9.081e-01	1.778e-01	8.576e-01	4.007e+00	2.086e-01	5.184e-01	8.284e-01	-1.101e-01	2.702e+00	2.009e-02	1.091e-01	1.115e+00	3.956e-01	3.737e-01	8.935e-01	-7.533e-01	1.597e+00	7.390e-02	8.038e-01	-5.515e+00	1.509e+00	8.238e-02	7.615e-01	4.180e+00	2.553e-01	4.749e-01	1.000e+00
Cwf19l2	293	293	4.437e-02	-6.882e-01	6.927e-01	4.980e+00	8.974e-01	1.803e-01	6.165e-01	1.071e+00	2.948e-01	4.425e-01	1.000e+00	1.253e-01	-7.294e-03	1.000e+00	1.000e+00	-7.373e-01	3.280e-01	4.180e-01	8.475e-01	4.028e-01	-2.621e-02	1.000e+00	1.000e+00	-3.080e-01	1.059e+00	1.456e-01	4.744e-01	-4.555e-01	2.117e+00	3.963e-02	1.807e-01	-5.784e-01	3.436e-01	4.071e-01	8.802e-01	1.262e+00	1.947e+00	4.849e-02	4.119e-01	1.407e+00	2.014e+00	4.474e-02	1.946e-01	7.561e-01	3.212e+00	1.126e-02	2.963e-01	5.070e+00	-4.426e-01	1.000e+00	1.000e+00	3.736e-01	1.817e-02	8.488e-01	1.000e+00	-1.507e-01	3.751e-01	3.864e-01	1.000e+00
Kbtbd3	95	95	2.287e-02	7.301e-01	4.693e-01	2.289e+00	3.623e-01	3.947e-01	8.176e-01	2.923e+00	7.803e-02	6.928e-01	1.000e+00	-8.746e-01	1.090e-01	6.406e-01	1.000e+00	-2.706e-01	1.042e-01	6.480e-01	1.000e+00	-7.399e-02	7.472e-01	2.215e-01	7.148e-01	3.477e+00	2.952e-01	4.423e-01	7.801e-01	3.513e-01	2.143e-01	5.127e-01	7.042e-01	-3.171e-02	3.218e-01	4.224e-01	8.802e-01	-9.304e-01	1.345e+00	1.010e-01	5.566e-01	-1.261e+00	1.062e+00	1.449e-01	3.755e-01	1.001e+00	2.628e+00	2.187e-02	4.123e-01	-5.767e+00	1.678e-01	5.624e-01	1.000e+00	-6.057e-01	5.151e-01	3.101e-01	9.470e-01	3.376e+00	2.434e-01	4.854e-01	1.000e+00
Dcun1d5	1290	1290	2.962e-01	2.129e+00	4.151e-01	4.935e+00	4.815e+00	1.914e-03	5.952e-02	-1.494e+00	3.440e-01	4.069e-01	1.000e+00	2.306e+00	1.055e+00	1.464e-01	9.657e-01	3.114e+00	3.413e-01	4.087e-01	8.475e-01	3.107e-01	7.725e-01	2.139e-01	7.086e-01	-6.624e-01	5.687e-01	2.862e-01	6.356e-01	2.665e-01	2.319e+00	3.127e-02	1.572e-01	-5.500e-01	1.658e+00	6.863e-02	6.903e-01	2.443e+00	1.295e-01	6.109e-01	8.852e-01	-1.846e-01	1.535e+00	7.978e-02	2.872e-01	5.328e-01	5.937e-01	2.758e-01	8.189e-01	-9.852e-01	3.287e-01	4.175e-01	9.090e-01	-1.504e-02	7.010e-01	2.364e-01	9.366e-01	2.438e+00	6.759e-01	2.450e-01	1.000e+00
Trpc6	354	354	4.915e-02	-8.200e-02	4.288e-01	-1.258e+00	1.389e-01	5.981e-01	9.179e-01	5.401e-01	1.413e-02	8.665e-01	1.000e+00	-2.916e-01	-1.930e-01	1.000e+00	1.000e+00	2.375e-01	-1.017e-01	1.000e+00	1.000e+00	-6.660e-02	-8.992e-02	1.000e+00	1.000e+00	-7.824e-02	2.696e+00	2.023e-02	2.157e-01	-6.413e-01	3.419e+00	8.919e-03	6.631e-02	7.581e-01	2.488e-01	4.805e-01	8.802e-01	1.607e-01	7.102e-01	2.333e-01	6.595e-01	1.327e+00	-1.075e-01	1.000e+00	1.000e+00	-5.922e-02	-5.951e-02	1.000e+00	1.000e+00	-1.445e-01	-3.531e-02	1.000e+00	1.000e+00	-1.281e-02	2.036e-01	5.234e-01	9.782e-01	6.244e-01	-1.349e-01	1.000e+00	1.000e+00
Cwc15	1873	1873	4.010e-01	2.423e+00	1.449e+00	3.601e+00	-4.820e-01	1.000e+00	1.000e+00	4.817e-01	-2.469e-01	1.000e+00	1.000e+00	4.331e-01	7.931e-01	2.079e-01	9.657e-01	2.944e+00	4.322e-01	3.525e-01	8.292e-01	1.067e+00	-1.171e+00	1.000e+00	1.000e+00	2.340e-02	2.700e+00	2.013e-02	2.157e-01	-5.717e-01	9.158e+00	1.872e-05	5.819e-04	-9.924e-01	-5.712e-01	1.000e+00	1.000e+00	1.817e-02	-4.352e-01	1.000e+00	1.000e+00	-5.266e-01	1.220e+01	7.826e-07	2.433e-05	1.533e+00	4.354e+00	3.168e-03	1.448e-01	3.572e+00	-2.710e-01	1.000e+00	1.000e+00	1.375e+00	-1.011e-01	1.000e+00	1.000e+00	7.077e-01	4.056e-01	3.678e-01	1.000e+00
Taf1d	627	627	1.017e-01	-5.650e-02	6.975e-02	1.253e+00	1.198e-01	6.244e-01	9.296e-01	4.596e-01	-1.308e-01	1.000e+00	1.000e+00	-4.109e-02	2.886e-01	4.474e-01	1.000e+00	-5.877e-01	1.093e+00	1.392e-01	5.952e-01	-7.429e-01	5.014e-02	7.515e-01	9.679e-01	-1.128e-01	-1.010e+00	1.000e+00	1.000e+00	-5.146e-02	2.870e-01	4.487e-01	6.557e-01	1.315e-01	-1.136e+00	1.000e+00	1.000e+00	-1.870e-02	2.106e-03	9.483e-01	1.000e+00	1.367e-01	1.497e-01	5.842e-01	8.407e-01	1.350e-01	6.172e-01	2.666e-01	8.178e-01	-3.053e+00	1.794e-02	8.497e-01	1.000e+00	-2.151e-01	-4.630e-02	1.000e+00	1.000e+00	-4.518e-02	-3.021e-02	1.000e+00	1.000e+00
Mrpl4	888	888	2.382e-01	2.530e+00	2.724e-01	2.628e+00	2.416e-01	4.870e-01	8.820e-01	5.468e-01	3.593e-01	3.966e-01	1.000e+00	1.883e+00	2.229e-01	5.043e-01	1.000e+00	1.843e+00	2.260e-02	8.316e-01	1.000e+00	1.056e-01	9.645e-01	1.649e-01	6.943e-01	-1.169e+00	2.062e-01	5.207e-01	8.122e-01	-5.044e-02	6.474e-01	2.552e-01	5.104e-01	-3.091e-01	7.102e-01	2.333e-01	8.802e-01	2.127e+00	-1.946e-01	1.000e+00	1.000e+00	-1.819e-02	1.431e-01	5.926e-01	8.445e-01	1.275e-01	4.072e-01	3.668e-01	8.935e-01	1.951e+00	3.851e-01	3.802e-01	9.090e-01	1.944e+00	3.596e-01	3.964e-01	9.765e-01	1.896e+00	2.646e-01	4.670e-01	1.000e+00
Icam1	72	72	1.195e-02	1.439e-01	2.074e-01	1.197e+00	6.331e-02	7.220e-01	9.691e-01	-4.409e-01	-2.753e-02	1.000e+00	1.000e+00	-4.705e-01	-5.915e-02	1.000e+00	1.000e+00	-1.623e-01	2.696e+00	2.023e-02	2.385e-01	1.597e+00	9.793e-02	6.581e-01	9.039e-01	-4.021e-01	7.505e-01	2.205e-01	5.676e-01	-2.145e+00	1.335e-01	6.053e-01	7.625e-01	-1.103e-01	1.442e+00	8.947e-02	6.903e-01	-1.167e+00	5.679e-02	7.361e-01	9.681e-01	-5.240e-01	-2.966e-02	1.000e+00	1.000e+00	-3.105e-01	-1.813e-02	1.000e+00	1.000e+00	-2.547e-01	-1.698e-03	1.000e+00	1.000e+00	-2.813e-01	5.705e-02	7.355e-01	1.000e+00	-8.206e-02	-1.358e-02	1.000e+00	1.000e+00
Icam4	147	147	2.867e-02	7.186e-01	4.826e-01	-1.939e+00	2.286e-01	4.989e-01	8.820e-01	-8.856e-01	3.363e-01	4.122e-01	1.000e+00	5.479e-02	3.938e-02	7.790e-01	1.000e+00	1.651e-01	-2.254e-02	1.000e+00	1.000e+00	-5.506e-01	2.511e-01	4.785e-01	7.959e-01	-3.584e-01	3.230e-01	4.216e-01	7.629e-01	1.036e-01	2.986e-01	4.397e-01	6.538e-01	-1.066e-01	2.199e-01	5.072e-01	8.802e-01	-8.638e-01	5.998e-01	2.734e-01	7.036e-01	-1.649e+00	9.426e-02	6.641e-01	9.086e-01	5.190e-01	-1.046e-01	1.000e+00	1.000e+00	-4.814e-01	-3.223e-02	1.000e+00	1.000e+00	-8.551e-01	1.962e-01	5.310e-01	9.808e-01	-9.412e-01	3.380e-03	9.345e-01	1.000e+00
Icam5	1663	1663	3.590e-01	3.619e+00	2.065e-01	2.814e+00	6.943e-02	7.094e-01	9.691e-01	-8.273e-01	-4.115e-02	1.000e+00	1.000e+00	-2.705e+00	-8.432e-02	1.000e+00	1.000e+00	8.450e-01	-5.388e-02	1.000e+00	1.000e+00	-7.071e-01	5.357e-02	7.434e-01	9.679e-01	3.225e-01	8.646e-01	1.885e-01	5.294e-01	-4.753e-01	5.639e-01	2.882e-01	5.208e-01	3.925e-01	8.574e-02	6.788e-01	9.476e-01	-1.993e+00	1.206e-01	6.234e-01	8.943e-01	3.178e-01	1.999e-01	5.272e-01	7.943e-01	6.478e-01	-1.001e-01	1.000e+00	1.000e+00	8.588e-02	-1.166e-01	1.000e+00	1.000e+00	-2.749e+00	-1.633e-02	1.000e+00	1.000e+00	-1.736e+00	1.506e-02	8.622e-01	1.000e+00
Pde4a	767	767	1.447e-01	-3.119e-01	1.318e+00	1.075e+01	1.230e+00	1.168e-01	5.544e-01	5.186e+00	2.973e-01	4.406e-01	1.000e+00	5.033e+00	1.929e+00	4.950e-02	9.060e-01	2.033e+00	7.678e-01	2.153e-01	7.218e-01	8.631e-01	4.155e+00	3.942e-03	2.697e-01	1.852e+00	-1.578e-01	1.000e+00	1.000e+00	-2.012e-01	1.690e+00	6.597e-02	2.326e-01	-4.480e-01	7.342e-01	2.256e-01	8.802e-01	-3.402e-02	-7.456e-01	1.000e+00	1.000e+00	3.994e-01	-4.442e-01	1.000e+00	1.000e+00	-2.659e-02	-1.342e-01	1.000e+00	1.000e+00	8.458e-01	8.528e-01	1.916e-01	8.293e-01	4.929e+00	1.562e+00	7.715e-02	7.615e-01	5.146e+00	3.405e-01	4.093e-01	1.000e+00
Slc44a2	236	236	5.222e-02	1.026e+00	2.515e-01	-1.518e+00	6.635e-02	7.157e-01	9.691e-01	2.022e-01	3.054e-01	4.345e-01	1.000e+00	-8.997e-01	-5.960e-02	1.000e+00	1.000e+00	-1.729e-01	1.066e+00	1.442e-01	6.014e-01	9.392e-01	1.039e+00	1.495e-01	6.910e-01	3.562e+00	2.315e+00	3.142e-02	2.530e-01	-6.316e-01	3.916e-01	3.762e-01	5.984e-01	-3.040e-01	3.976e+00	4.802e-03	2.053e-01	3.939e+00	2.485e-01	4.808e-01	8.156e-01	4.064e-01	-7.709e-02	1.000e+00	1.000e+00	9.363e-02	9.714e-01	1.634e-01	7.770e-01	3.410e+00	2.539e-01	4.761e-01	9.462e-01	7.286e-01	4.537e-01	3.408e-01	9.765e-01	2.832e+00	2.590e-01	4.717e-01	1.000e+00
Ilf3	570	570	1.352e-01	1.744e+00	8.637e-01	-8.643e-01	2.100e-01	5.170e-01	8.885e-01	3.318e+00	2.762e-02	8.142e-01	1.000e+00	3.318e+00	1.596e-02	8.582e-01	1.000e+00	-1.706e+00	9.290e-01	1.729e-01	6.564e-01	3.370e+00	-5.744e-01	1.000e+00	1.000e+00	-1.038e-01	2.149e+00	3.814e-02	2.702e-01	-5.975e-01	-4.328e-01	1.000e+00	1.000e+00	7.586e-02	6.398e-01	2.580e-01	8.802e-01	-1.699e+00	4.115e-01	3.643e-01	7.342e-01	7.285e-01	2.942e-01	4.431e-01	7.114e-01	4.076e-01	-5.954e-01	1.000e+00	1.000e+00	-8.638e-01	-1.647e-01	1.000e+00	1.000e+00	3.314e+00	-1.667e-01	1.000e+00	1.000e+00	3.302e+00	-1.785e-02	1.000e+00	1.000e+00
Qtrt1	974	974	1.454e-01	1.227e-01	6.988e-02	-9.031e-01	1.398e-02	8.672e-01	1.000e+00	-5.180e-02	-1.044e-02	1.000e+00	1.000e+00	-3.766e-02	1.221e-04	9.875e-01	1.000e+00	2.574e-01	1.306e-02	8.716e-01	1.000e+00	3.252e-01	4.803e-01	3.270e-01	7.202e-01	-3.375e-01	1.227e-02	8.755e-01	1.000e+00	1.414e-02	1.949e+00	4.832e-02	2.015e-01	-2.996e-01	7.538e-02	6.978e-01	9.516e-01	-2.450e-01	-5.322e-02	1.000e+00	1.000e+00	-8.812e-02	3.129e+00	1.236e-02	7.829e-02	4.418e-01	2.462e-01	4.828e-01	9.888e-01	-5.767e-01	4.321e-01	3.526e-01	9.090e-01	8.577e-01	-5.743e-02	1.000e+00	1.000e+00	-7.068e-02	4.639e-02	7.607e-01	1.000e+00
Ldlr	103	103	2.457e-02	2.314e-01	2.781e-01	5.743e+00	1.717e-01	5.579e-01	9.085e-01	5.257e-01	-1.579e-02	1.000e+00	1.000e+00	-7.930e-01	2.578e-02	8.204e-01	1.000e+00	-1.462e+00	1.564e+00	7.692e-02	5.453e-01	3.170e+00	3.360e-01	4.124e-01	7.452e-01	-8.609e-01	2.320e-01	4.958e-01	8.062e-01	-2.420e-01	2.822e-01	4.525e-01	6.557e-01	-3.376e-01	1.804e-01	5.481e-01	8.883e-01	-5.915e-01	8.341e-01	1.965e-01	6.125e-01	3.200e+00	3.267e-01	4.189e-01	6.989e-01	5.579e-01	5.116e-01	3.118e-01	8.530e-01	9.528e-01	2.502e+00	2.528e-02	4.780e-01	-2.285e+00	1.682e-02	8.545e-01	1.000e+00	4.859e-02	-4.068e-02	1.000e+00	1.000e+00
